Data File	C:\Users\user\Documents\OmniSEC Data\THF\2022-10-20\2022-10-21_00;12;30_TP36_01.vdt
Sample ID	TP36
Method File Name	ps conv-0000.vcm
Date Acquired	Oct 21, 2022 - 00:12:30
Solvent	THF
Operator	admin : Administrator
Column Set	2 x PLGel Mixed-B
System	THF
Flow Rate (ml/min)	 1.000
Inj. Vol. (ul)	100.000
Vol. Inc. (ml)	0.00333
Det. Temp (Deg C)	40.000
Col. Temp (Deg C)	40.000

Ret. Vol.	RI	UV	RALS	LALS	IV - DP	IV -  IP	Adjusted RI
0.11667	12.894	 2.930	74.496	47.441	25.697	35.06210	
0.12000	12.940	 2.930	74.496	47.456	25.681	35.06516	
0.12333	12.955	 2.915	74.511	47.441	25.636	35.06638	
0.12667	12.925	 2.915	74.557	47.456	25.590	35.06699	
0.13000	12.909	 2.930	74.557	47.487	25.559	35.06638	
0.13333	12.925	 2.945	74.557	47.487	25.529	35.06027	
0.13667	12.909	 2.945	74.526	47.487	25.468	35.05356	
0.14000	12.909	 2.945	74.511	47.487	25.437	35.04868	
0.14333	12.925	 2.960	74.496	47.472	25.407	35.04745	
0.14667	12.940	 2.960	74.480	47.472	25.407	35.04501	
0.15000	12.925	 2.960	74.450	47.487	25.376	35.04318	
0.15333	12.909	 2.960	74.496	47.502	25.361	35.04257	
0.15667	12.925	 2.976	74.511	47.517	25.346	35.04379	
0.16000	12.909	 2.976	74.496	47.517	25.300	35.04745	
0.16333	12.925	 2.976	74.511	47.517	25.254	35.05112	
0.16667	12.925	 2.960	74.541	47.502	25.254	35.05295	
0.17000	12.925	 2.960	74.526	47.487	25.254	35.05539	
0.17333	12.909	 2.945	74.526	47.487	25.254	35.06210	
0.17667	12.925	 2.945	74.541	47.487	25.269	35.06882	
0.18000	12.925	 2.945	74.541	47.487	25.254	35.07431	
0.18333	12.925	 2.945	74.526	47.487	25.193	35.07980	
0.18667	12.925	 2.945	74.557	47.487	25.163	35.08835	
0.19000	12.955	 2.960	74.541	47.487	25.132	35.09934	
0.19333	12.940	 2.960	74.541	47.502	25.086	35.11032	
0.19667	12.925	 2.960	74.511	47.487	25.056	35.11887	
0.20000	12.955	 2.976	74.526	47.502	25.071	35.13047	
0.20333	12.955	 2.976	74.496	47.517	25.071	35.14511	
0.20667	12.940	 2.991	74.496	47.502	25.010	35.15976	
0.21000	12.955	 2.976	74.511	47.502	24.979	35.17319	
0.21333	12.986	 2.976	74.526	47.517	24.964	35.18723	
0.21667	13.001	 2.960	74.526	47.533	24.934	35.20188	
0.22000	13.016	 2.945	74.526	47.517	24.873	35.21836	
0.22333	13.047	 2.930	74.541	47.502	24.827	35.23362	
0.22667	13.062	 2.945	74.511	47.472	24.796	35.24522	
0.23000	13.062	 2.945	74.496	47.472	24.751	35.25681	
0.23333	13.031	 2.960	74.496	47.441	24.720	35.26963	
0.23667	13.062	 2.976	74.496	47.441	24.674	35.28367	
0.24000	13.031	 2.976	74.480	47.456	24.659	35.29527	
0.24333	13.031	 2.960	74.511	47.456	24.598	35.30442	
0.24667	13.031	 2.945	74.541	47.456	24.567	35.31480	
0.25000	13.031	 2.945	74.526	47.487	24.522	35.32639	
0.25333	13.016	 2.945	74.511	47.502	24.506	35.33677	
0.25667	13.031	 2.945	74.496	47.487	24.476	35.34409	
0.26000	13.031	 2.960	74.465	47.517	24.461	35.35203	
0.26333	13.047	 2.976	74.450	47.517	24.415	35.35996	
0.26667	13.077	 2.960	74.435	47.487	24.354	35.36912	
0.27000	13.077	 2.960	74.450	47.487	24.308	35.37584	
0.27333	13.077	 2.960	74.465	47.517	24.262	35.38011	
0.27667	13.092	 2.960	74.480	47.517	24.216	35.38316	
0.28000	13.092	 2.960	74.480	47.517	24.186	35.38804	
0.28333	13.077	 2.976	74.496	47.517	24.155	35.39293	
0.28667	13.062	 2.976	74.496	47.517	24.110	35.39537	
0.29000	13.077	 2.976	74.511	47.502	24.079	35.39659	
0.29333	13.077	 2.960	74.511	47.533	24.049	35.39964	
0.29667	13.047	 2.960	74.526	47.517	24.003	35.40330	
0.30000	13.062	 2.960	74.526	47.517	23.988	35.40574	
0.30333	13.092	 2.945	74.526	47.487	23.957	35.40574	
0.30667	13.062	 2.930	74.496	47.472	23.927	35.40574	
0.31000	13.047	 2.945	74.511	47.441	23.911	35.40696	
0.31333	13.092	 2.930	74.511	47.441	23.865	35.41002	
0.31667	13.062	 2.930	74.526	47.441	23.820	35.41002	
0.32000	13.062	 2.945	74.541	47.441	23.774	35.40879	
0.32333	13.092	 2.960	74.557	47.472	23.728	35.40818	
0.32667	13.108	 2.960	74.557	47.456	23.698	35.41063	
0.33000	13.077	 2.976	74.557	47.441	23.698	35.41307	
0.33333	13.077	 2.976	74.541	47.456	23.667	35.41307	
0.33667	13.062	 2.976	74.526	47.472	23.652	35.41246	
0.34000	13.031	 2.991	74.526	47.456	23.621	35.41368	
0.34333	13.016	 2.991	74.526	47.456	23.591	35.41551	
0.34667	13.016	 2.991	74.526	47.472	23.545	35.41429	
0.35000	13.031	 2.976	74.511	47.456	23.530	35.41124	
0.35333	13.031	 2.976	74.511	47.456	23.484	35.40757	
0.35667	13.047	 2.960	74.526	47.472	23.453	35.40696	
0.36000	13.047	 2.960	74.511	47.502	23.408	35.40635	
0.36333	13.047	 2.945	74.496	47.502	23.392	35.40391	
0.36667	13.047	 2.960	74.511	47.517	23.377	35.40025	
0.37000	13.047	 2.960	74.496	47.517	23.408	35.39781	
0.37333	13.031	 2.960	74.480	47.517	23.392	35.39720	
0.37667	13.016	 2.976	74.480	47.487	23.408	35.39415	
0.38000	13.031	 2.991	74.480	47.502	23.392	35.38987	
0.38333	13.016	 2.991	74.496	47.487	23.362	35.38682	
0.38667	13.016	 2.976	74.480	47.502	23.331	35.38621	
0.39000	13.047	 2.976	74.465	47.517	23.362	35.38682	
0.39333	13.077	 2.960	74.450	47.533	23.362	35.38560	
0.39667	13.077	 2.945	74.435	47.533	23.347	35.38255	
0.40000	13.092	 2.945	74.435	47.548	23.362	35.38011	
0.40333	13.077	 2.960	74.435	47.548	23.347	35.37950	
0.40667	13.062	 2.960	74.450	47.517	23.316	35.37767	
0.41000	13.062	 2.976	74.450	47.487	23.255	35.37584	
0.41333	13.062	 2.991	74.465	47.472	23.255	35.37278	
0.41667	13.062	 2.976	74.465	47.456	23.209	35.37217	
0.42000	13.077	 2.976	74.496	47.426	23.194	35.37461	
0.42333	13.077	 2.976	74.496	47.441	23.179	35.37461	
0.42667	13.077	 2.960	74.496	47.472	23.179	35.37156	
0.43000	13.047	 2.960	74.496	47.487	23.164	35.36973	
0.43333	13.031	 2.976	74.480	47.502	23.164	35.37034	
0.43667	13.016	 2.976	74.480	47.533	23.148	35.37156	
0.44000	13.016	 2.960	74.465	47.517	23.148	35.37034	
0.44333	13.001	 2.945	74.480	47.517	23.133	35.36851	
0.44667	13.016	 2.945	74.511	47.502	23.087	35.36790	
0.45000	13.016	 2.945	74.526	47.502	23.087	35.36973	
0.45333	13.031	 2.945	74.511	47.517	23.072	35.36973	
0.45667	13.031	 2.960	74.541	47.533	23.041	35.36790	
0.46000	13.016	 2.976	74.541	47.533	23.041	35.36546	
0.46333	13.001	 2.960	74.526	47.548	23.057	35.36607	
0.46667	13.016	 2.960	74.496	47.563	23.057	35.36790	
0.47000	13.016	 2.945	74.480	47.563	23.072	35.36546	
0.47333	13.001	 2.945	74.480	47.548	23.072	35.36302	
0.47667	13.001	 2.930	74.480	47.533	23.057	35.36180	
0.48000	13.016	 2.960	74.511	47.502	23.026	35.36302	
0.48333	13.016	 2.976	74.526	47.502	22.996	35.36180	
0.48667	13.016	 2.991	74.557	47.487	22.980	35.36180	
0.49000	13.016	 2.991	74.557	47.502	22.950	35.35997	
0.49333	13.031	 3.021	74.557	47.502	22.935	35.36119	
0.49667	13.016	 3.006	74.511	47.533	22.935	35.36241	
0.50000	13.016	 2.976	74.511	47.502	22.935	35.36302	
0.50333	13.016	 2.976	74.526	47.487	22.889	35.35997	
0.50667	13.047	 2.976	74.526	47.472	22.889	35.35752	
0.51000	13.031	 2.960	74.511	47.472	22.874	35.35691	
0.51333	13.031	 2.945	74.511	47.472	22.889	35.35691	
0.51667	13.016	 2.960	74.526	47.487	22.874	35.35447	
0.52000	13.001	 2.960	74.496	47.502	22.858	35.35142	
0.52333	12.986	 2.960	74.480	47.517	22.843	35.35020	
0.52667	13.001	 2.960	74.480	47.548	22.828	35.35142	
0.53000	13.031	 2.976	74.480	47.548	22.767	35.35264	
0.53333	13.047	 2.976	74.450	47.548	22.736	35.35142	
0.53667	13.062	 2.976	74.450	47.548	22.752	35.34898	
0.54000	13.077	 2.976	74.465	47.517	22.736	35.34959	
0.54333	13.077	 2.976	74.465	47.487	22.752	35.35020	
0.54667	13.062	 2.976	74.465	47.472	22.767	35.34776	
0.55000	13.062	 2.960	74.496	47.456	22.767	35.34349	
0.55333	13.062	 2.960	74.511	47.456	22.736	35.34288	
0.55667	13.047	 2.960	74.511	47.472	22.752	35.34410	
0.56000	13.031	 2.960	74.496	47.487	22.767	35.34349	
0.56333	13.031	 2.960	74.511	47.487	22.767	35.34105	
0.56667	13.001	 2.960	74.496	47.472	22.736	35.33921	
0.57000	12.986	 2.945	74.480	47.472	22.767	35.33921	
0.57333	12.986	 2.945	74.496	47.487	22.752	35.34044	
0.57667	13.016	 2.930	74.496	47.487	22.752	35.34166	
0.58000	13.031	 2.930	74.511	47.487	22.767	35.33982	
0.58333	13.077	 2.960	74.496	47.487	22.782	35.33860	
0.58667	13.108	 2.976	74.511	47.487	22.752	35.33982	
0.59000	13.108	 2.976	74.496	47.472	22.736	35.34227	
0.59333	13.077	 2.991	74.526	47.472	22.691	35.34166	
0.59667	13.047	 2.991	74.496	47.487	22.706	35.34044	
0.60000	13.031	 2.976	74.526	47.502	22.706	35.34105	
0.60333	13.016	 2.976	74.526	47.487	22.736	35.34288	
0.60667	13.016	 2.991	74.526	47.487	22.767	35.34349	
0.61000	13.016	 2.991	74.511	47.472	22.782	35.34226	
0.61333	13.016	 2.991	74.526	47.456	22.767	35.34043	
0.61667	13.001	 3.006	74.526	47.502	22.752	35.34226	
0.62000	13.031	 2.991	74.496	47.533	22.721	35.34409	
0.62333	13.031	 2.976	74.480	47.548	22.691	35.34349	
0.62667	13.062	 2.976	74.450	47.548	22.691	35.34105	
0.63000	13.077	 2.976	74.419	47.548	22.645	35.33982	
0.63333	13.108	 2.960	74.419	47.502	22.660	35.34105	
0.63667	13.062	 2.976	74.450	47.472	22.675	35.34166	
0.64000	13.062	 2.976	74.480	47.472	22.691	35.34044	
0.64333	13.047	 2.976	74.511	47.472	22.675	35.33921	
0.64667	13.047	 2.976	74.526	47.472	22.675	35.34288	
0.65000	13.047	 2.976	74.511	47.456	22.675	35.34593	
0.65333	13.062	 2.976	74.496	47.456	22.675	35.34715	
0.65667	13.047	 2.960	74.480	47.426	22.675	35.34653	
0.66000	13.047	 2.945	74.496	47.426	22.660	35.34653	
0.66333	13.047	 2.945	74.526	47.426	22.660	35.34776	
0.66667	13.047	 2.930	74.541	47.456	22.660	35.34898	
0.67000	13.062	 2.930	74.541	47.472	22.660	35.34837	
0.67333	13.077	 2.945	74.526	47.487	22.629	35.34715	
0.67667	13.077	 2.945	74.526	47.517	22.645	35.34776	
0.68000	13.077	 2.945	74.496	47.533	22.675	35.35020	
0.68333	13.092	 2.945	74.480	47.533	22.675	35.35203	
0.68667	13.092	 2.930	74.511	47.533	22.645	35.35142	
0.69000	13.092	 2.930	74.496	47.563	22.645	35.35081	
0.69333	13.092	 2.945	74.496	47.517	22.645	35.35264	
0.69667	13.092	 2.945	74.480	47.517	22.629	35.35508	
0.70000	13.062	 2.960	74.480	47.517	22.645	35.35569	
0.70333	13.062	 2.976	74.435	47.487	22.660	35.35447	
0.70667	13.077	 2.960	74.450	47.487	22.675	35.35447	
0.71000	13.062	 2.960	74.435	47.517	22.645	35.35630	
0.71333	13.047	 2.960	74.450	47.502	22.645	35.35814	
0.71667	13.062	 2.976	74.465	47.517	22.629	35.35691	
0.72000	13.047	 2.960	74.465	47.517	22.629	35.35508	
0.72333	13.047	 2.976	74.465	47.487	22.629	35.35569	
0.72667	13.062	 2.991	74.465	47.502	22.660	35.35814	
0.73000	13.062	 2.976	74.465	47.502	22.645	35.35814	
0.73333	13.031	 2.960	74.480	47.472	22.614	35.35569	
0.73667	13.031	 2.976	74.496	47.487	22.584	35.35630	
0.74000	13.016	 2.976	74.480	47.502	22.553	35.35752	
0.74333	13.016	 2.960	74.480	47.472	22.553	35.35875	
0.74667	13.031	 2.960	74.480	47.456	22.568	35.35752	
0.75000	13.031	 2.960	74.465	47.487	22.614	35.35691	
0.75333	13.047	 2.960	74.465	47.487	22.629	35.35813	
0.75667	13.047	 2.960	74.480	47.456	22.660	35.36057	
0.76000	13.016	 2.960	74.480	47.456	22.660	35.36180	
0.76333	13.001	 2.976	74.480	47.472	22.691	35.36119	
0.76667	12.986	 2.976	74.496	47.426	22.691	35.35997	
0.77000	12.970	 2.976	74.496	47.441	22.706	35.36058	
0.77333	12.970	 2.976	74.496	47.472	22.721	35.36424	
0.77667	13.001	 2.976	74.511	47.487	22.721	35.36546	
0.78000	13.016	 2.976	74.541	47.502	22.675	35.36424	
0.78333	13.047	 2.976	74.526	47.517	22.645	35.36485	
0.78667	13.062	 2.976	74.526	47.502	22.645	35.36790	
0.79000	13.062	 2.976	74.496	47.502	22.629	35.36790	
0.79333	13.077	 2.960	74.480	47.487	22.614	35.36607	
0.79667	13.077	 2.960	74.435	47.487	22.599	35.36424	
0.80000	13.077	 2.960	74.419	47.502	22.599	35.36424	
0.80333	13.062	 2.960	74.404	47.502	22.629	35.36424	
0.80667	13.077	 2.960	74.435	47.487	22.629	35.36424	
0.81000	13.062	 2.976	74.465	47.487	22.629	35.36179	
0.81333	13.062	 2.976	74.496	47.456	22.660	35.36119	
0.81667	13.047	 2.976	74.496	47.472	22.706	35.36241	
0.82000	13.047	 2.976	74.526	47.472	22.706	35.36363	
0.82333	13.016	 2.976	74.511	47.472	22.721	35.36180	
0.82667	13.016	 2.976	74.496	47.487	22.721	35.35936	
0.83000	13.047	 2.976	74.480	47.517	22.736	35.35813	
0.83333	13.047	 2.976	74.480	47.502	22.721	35.35935	
0.83667	13.062	 2.976	74.496	47.533	22.721	35.35996	
0.84000	13.077	 2.976	74.511	47.533	22.721	35.35752	
0.84333	13.077	 2.976	74.480	47.533	22.736	35.35691	
0.84667	13.047	 2.976	74.480	47.517	22.721	35.35875	
0.85000	13.062	 2.976	74.480	47.517	22.736	35.36058	
0.85333	13.047	 2.976	74.465	47.502	22.752	35.35997	
0.85667	13.047	 2.976	74.480	47.533	22.752	35.35936	
0.86000	13.031	 2.976	74.511	47.533	22.752	35.35875	
0.86333	13.031	 2.991	74.511	47.533	22.782	35.35997	
0.86667	13.031	 2.991	74.526	47.533	22.797	35.36058	
0.87000	13.031	 2.991	74.496	47.548	22.782	35.35936	
0.87333	13.031	 2.991	74.480	47.502	22.782	35.35691	
0.87667	13.031	 2.991	74.465	47.487	22.813	35.35752	
0.88000	13.031	 2.976	74.465	47.502	22.813	35.35936	
0.88333	13.047	 2.976	74.450	47.472	22.797	35.35997	
0.88667	13.062	 2.976	74.480	47.441	22.813	35.35814	
0.89000	13.077	 2.976	74.465	47.502	22.828	35.35814	
0.89333	13.062	 2.976	74.480	47.517	22.828	35.35997	
0.89667	13.062	 2.976	74.480	47.502	22.843	35.36180	
0.90000	13.047	 2.976	74.496	47.517	22.843	35.36058	
0.90333	13.016	 2.976	74.496	47.533	22.874	35.35936	
0.90667	13.016	 2.976	74.526	47.502	22.874	35.35936	
0.91000	13.047	 2.976	74.511	47.502	22.904	35.36119	
0.91333	13.031	 2.976	74.511	47.487	22.874	35.36180	
0.91667	13.016	 2.976	74.496	47.502	22.889	35.35997	
0.92000	13.031	 2.976	74.496	47.472	22.858	35.35752	
0.92333	13.031	 2.976	74.465	47.487	22.858	35.35874	
0.92667	13.016	 2.976	74.450	47.456	22.843	35.36057	
0.93000	13.031	 2.976	74.465	47.472	22.874	35.35996	
0.93333	13.047	 2.976	74.480	47.472	22.889	35.35875	
0.93667	13.047	 2.976	74.465	47.517	22.874	35.35997	
0.94000	13.031	 2.976	74.480	47.472	22.904	35.36241	
0.94333	13.047	 2.960	74.480	47.487	22.904	35.36424	
0.94667	13.031	 2.960	74.465	47.502	22.904	35.36363	
0.95000	13.016	 2.960	74.450	47.517	22.904	35.36240	
0.95333	13.001	 2.960	74.450	47.472	22.919	35.36301	
0.95667	13.001	 2.960	74.435	47.487	22.935	35.36546	
0.96000	12.986	 2.991	74.435	47.487	22.980	35.36546	
0.96333	13.001	 3.006	74.450	47.472	23.011	35.36424	
0.96667	13.001	 3.006	74.465	47.441	23.026	35.36424	
0.97000	12.986	 3.006	74.480	47.472	23.041	35.36607	
0.97333	12.986	 3.006	74.496	47.472	23.057	35.36729	
0.97667	12.986	 2.991	74.496	47.487	23.026	35.36485	
0.98000	13.001	 2.960	74.480	47.502	23.057	35.36241	
0.98333	13.016	 2.960	74.480	47.502	23.087	35.36180	
0.98667	13.047	 2.960	74.465	47.517	23.103	35.36363	
0.99000	13.047	 2.960	74.465	47.563	23.118	35.36363	
0.99333	13.047	 2.960	74.511	47.563	23.133	35.36302	
0.99667	13.047	 2.976	74.511	47.548	23.103	35.36180	
1.00000	13.062	 2.976	74.480	47.548	23.103	35.36363	
1.00333	13.031	 2.976	74.480	47.533	23.148	35.36546	
1.00667	13.047	 2.991	74.480	47.487	23.148	35.36424	
1.01000	13.062	 2.991	74.480	47.472	23.179	35.36302	
1.01333	13.047	 2.991	74.480	47.487	23.209	35.36363	
1.01667	13.047	 2.991	74.511	47.502	23.240	35.36546	
1.02000	13.077	 2.991	74.526	47.517	23.240	35.36729	
1.02333	13.077	 2.960	74.526	47.548	23.270	35.36729	
1.02667	13.062	 2.960	74.496	47.563	23.301	35.36607	
1.03000	13.047	 2.945	74.511	47.533	23.286	35.36668	
1.03333	13.031	 2.945	74.496	47.533	23.255	35.36973	
1.03667	13.016	 2.945	74.496	47.517	23.286	35.36912	
1.04000	13.001	 2.960	74.511	47.487	23.270	35.36851	
1.04333	13.016	 2.976	74.511	47.487	23.255	35.36729	
1.04667	13.047	 3.006	74.496	47.502	23.301	35.36912	
1.05000	13.062	 3.006	74.496	47.472	23.347	35.36973	
1.05333	13.062	 3.006	74.496	47.472	23.331	35.36790	
1.05667	13.062	 3.006	74.496	47.502	23.377	35.36485	
1.06000	13.062	 2.991	74.496	47.502	23.392	35.36485	
1.06333	13.047	 2.960	74.511	47.502	23.408	35.36668	
1.06667	13.031	 2.960	74.526	47.502	23.408	35.36668	
1.07000	13.062	 2.960	74.511	47.502	23.438	35.36546	
1.07333	13.047	 2.960	74.496	47.487	23.408	35.36423	
1.07667	13.031	 2.960	74.511	47.472	23.423	35.36485	
1.08000	13.047	 2.960	74.496	47.487	23.438	35.36546	
1.08333	13.047	 2.960	74.480	47.502	23.438	35.36302	
1.08667	13.016	 2.976	74.465	47.487	23.438	35.36058	
1.09000	13.031	 2.960	74.450	47.472	23.469	35.35936	
1.09333	13.031	 2.945	74.465	47.487	23.484	35.36119	
1.09667	13.016	 2.960	74.465	47.487	23.484	35.36119	
1.10000	13.001	 2.976	74.465	47.502	23.530	35.36058	
1.10333	13.016	 2.960	74.480	47.502	23.545	35.35875	
1.10667	13.016	 2.976	74.496	47.502	23.530	35.35997	
1.11000	13.016	 2.976	74.465	47.502	23.576	35.36180	
1.11333	13.016	 2.960	74.450	47.487	23.621	35.36241	
1.11667	13.031	 2.945	74.465	47.502	23.621	35.36058	
1.12000	13.031	 2.945	74.465	47.517	23.637	35.35997	
1.12333	13.031	 2.945	74.419	47.502	23.667	35.36119	
1.12667	13.031	 2.960	74.419	47.487	23.652	35.36180	
1.13000	13.016	 2.960	74.435	47.487	23.637	35.36058	
1.13333	13.016	 2.960	74.450	47.472	23.667	35.35936	
1.13667	13.031	 2.960	74.465	47.487	23.682	35.35875	
1.14000	13.016	 2.960	74.496	47.533	23.728	35.36058	
1.14333	13.001	 2.945	74.511	47.533	23.774	35.36119	
1.14667	13.016	 2.960	74.511	47.548	23.820	35.35814	
1.15000	12.986	 2.960	74.480	47.548	23.820	35.35569	
1.15333	12.940	 2.976	74.480	47.533	23.850	35.35691	
1.15667	12.955	 2.976	74.526	47.517	23.881	35.35752	
1.16000	12.970	 2.991	74.541	47.517	23.881	35.35691	
1.16333	12.955	 2.991	74.541	47.517	23.911	35.35569	
1.16667	12.970	 2.991	74.526	47.502	23.927	35.35630	
1.17000	13.001	 2.976	74.526	47.487	23.942	35.35814	
1.17333	12.986	 2.976	74.480	47.472	23.942	35.35936	
1.17667	12.986	 2.976	74.450	47.487	23.957	35.35752	
1.18000	12.986	 2.976	74.480	47.456	23.957	35.35569	
1.18333	13.001	 2.976	74.511	47.472	23.972	35.35508	
1.18667	12.970	 2.960	74.496	47.472	24.003	35.35630	
1.19000	12.986	 2.945	74.511	47.472	24.049	35.35508	
1.19333	12.955	 2.945	74.511	47.456	24.064	35.35264	
1.19667	12.955	 2.945	74.480	47.487	24.064	35.35264	
1.20000	12.955	 2.930	74.465	47.456	24.110	35.35386	
1.20333	12.970	 2.930	74.465	47.456	24.125	35.35630	
1.20667	12.955	 2.945	74.480	47.472	24.140	35.35508	
1.21000	12.986	 2.930	74.480	47.502	24.155	35.35264	
1.21333	12.955	 2.930	74.480	47.487	24.186	35.35203	
1.21667	12.925	 2.945	74.496	47.502	24.186	35.35386	
1.22000	12.925	 2.960	74.511	47.502	24.201	35.35264	
1.22333	12.940	 2.976	74.496	47.502	24.216	35.35081	
1.22667	12.940	 2.991	74.496	47.472	24.232	35.35020	
1.23000	12.986	 2.976	74.480	47.517	24.262	35.35142	
1.23333	12.986	 2.976	74.450	47.502	24.308	35.35386	
1.23667	13.001	 2.976	74.404	47.517	24.339	35.35386	
1.24000	13.001	 2.960	74.419	47.517	24.354	35.35203	
1.24333	13.016	 2.960	74.419	47.502	24.369	35.35203	
1.24667	13.001	 2.976	74.435	47.502	24.384	35.35447	
1.25000	13.016	 2.960	74.465	47.533	24.384	35.35386	
1.25333	13.016	 2.945	74.480	47.502	24.369	35.35142	
1.25667	13.016	 2.945	74.465	47.517	24.384	35.35081	
1.26000	13.001	 2.945	74.465	47.533	24.415	35.35142	
1.26333	13.001	 2.945	74.480	47.517	24.430	35.35203	
1.26667	13.001	 2.945	74.465	47.487	24.445	35.35203	
1.27000	13.001	 2.960	74.465	47.517	24.476	35.35020	
1.27333	12.970	 2.960	74.465	47.517	24.476	35.34837	
1.27667	12.955	 2.960	74.450	47.548	24.506	35.34898	
1.28000	12.925	 2.960	74.435	47.533	24.522	35.34959	
1.28333	12.925	 2.976	74.450	47.548	24.537	35.34898	
1.28667	12.925	 2.976	74.480	47.563	24.552	35.34653	
1.29000	12.940	 2.976	74.480	47.548	24.583	35.34776	
1.29333	12.955	 2.976	74.511	47.502	24.598	35.35081	
1.29667	12.986	 2.976	74.511	47.487	24.613	35.35142	
1.30000	12.955	 2.976	74.496	47.502	24.598	35.34959	
1.30333	12.940	 2.976	74.465	47.456	24.613	35.34898	
1.30667	12.925	 2.976	74.480	47.441	24.613	35.35020	
1.31000	12.909	 2.976	74.480	47.456	24.628	35.35081	
1.31333	12.925	 2.976	74.480	47.487	24.659	35.35020	
1.31667	12.955	 2.976	74.511	47.472	24.705	35.34776	
1.32000	12.955	 2.991	74.557	47.472	24.720	35.34776	
1.32333	12.970	 2.991	74.557	47.487	24.735	35.35020	
1.32667	12.970	 2.991	74.557	47.502	24.766	35.35081	
1.33000	12.955	 2.991	74.587	47.487	24.735	35.34959	
1.33333	12.955	 2.991	74.557	47.487	24.751	35.34837	
1.33667	12.970	 2.976	74.541	47.487	24.751	35.34837	
1.34000	12.970	 2.960	74.541	47.472	24.766	35.34898	
1.34333	13.001	 2.960	74.526	47.456	24.766	35.34898	
1.34667	13.016	 2.960	74.511	47.426	24.796	35.34654	
1.35000	13.001	 2.960	74.511	47.411	24.812	35.34532	
1.35333	12.986	 2.960	74.496	47.456	24.842	35.34776	
1.35667	13.001	 2.976	74.480	47.472	24.857	35.34898	
1.36000	12.986	 2.976	74.480	47.472	24.842	35.34715	
1.36333	12.970	 2.960	74.465	47.502	24.888	35.34471	
1.36667	12.986	 2.945	74.465	47.548	24.903	35.34532	
1.37000	12.986	 2.945	74.480	47.533	24.918	35.34715	
1.37333	12.986	 2.930	74.496	47.533	24.949	35.34715	
1.37667	12.986	 2.930	74.480	47.533	24.979	35.34532	
1.38000	13.001	 2.945	74.496	47.533	24.979	35.34471	
1.38333	12.986	 2.960	74.496	47.517	24.964	35.34593	
1.38667	12.970	 2.960	74.511	47.502	24.995	35.34715	
1.39000	12.955	 2.976	74.496	47.502	24.964	35.34532	
1.39333	12.955	 2.976	74.526	47.517	24.964	35.34288	
